wine_id,taster_id,location_id,winery_id
36808,16,1146,5064
36809,NA,1457,5320
36810,NA,1490,5382
36811,16,1143,5596
36812,15,1586,2267
36813,3,227,2652
36814,3,227,8267
36815,3,227,8641
36816,15,1582,8984
36817,3,227,9014
36818,10,1079,9541
36819,16,1154,16354
36820,16,404,80
36822,8,1462,10955
36823,13,1284,11309
36824,8,1415,11558
36825,16,1154,11648
36826,10,1079,12304
36827,12,1457,13909
36828,12,1487,14714
36829,16,404,1219
36830,10,1079,2081
36831,10,1079,9541
36832,16,1162,12882
36842,13,175,633
36843,11,701,1272
36844,13,175,1992
36845,2,1554,2695
36846,13,1276,6574
36847,2,1554,8618
36848,2,1555,9733
36849,9,1113,16485
36850,NA,1004,9647
36851,15,1617,11610
36852,15,1606,12642
36853,NA,1016,13403
36854,NA,1004,13561
36855,NA,1003,13959
36856,NA,1348,14371
36857,NA,1508,14407
36858,15,1606,2597
36859,NA,1457,4828
36860,NA,1003,8144
36861,NA,996,14582
36862,NA,1000,14886
36863,11,701,13123
36864,16,1154,9379
36865,12,1524,9995
36866,16,1143,11045
36867,16,510,11824
36868,16,510,11824
36869,16,526,12090
36870,10,859,12310
36871,13,7,12357
36872,10,859,12740
36873,16,1162,12882
36874,16,1162,12882
36875,13,17,13551
36876,16,1143,2294
36877,15,1586,13668
36878,15,1586,13668
36879,4,1600,11706
36880,15,1582,13879
36881,10,859,14936
36882,4,1600,15162
36883,15,1586,15517
36884,15,1570,15517
36885,13,12,16187
36886,16,423,824
36887,19,1368,884
36888,8,1362,1138
36889,19,1499,1182
36890,8,1528,1209
36891,19,1440,1833
36892,15,1577,8689
36893,19,1440,10845
36894,10,826,13515
36895,2,628,13866
36897,15,1574,15182
36898,2,633,11944
36899,16,1154,12986
36900,16,1143,5003
36901,16,1142,7560
36902,16,1142,8028
36903,10,786,1014
36904,13,1302,1519
36905,16,404,2840
36906,3,226,2838
36907,16,268,3381
36908,16,281,3741
36909,16,245,3813
36910,16,245,3971
36912,16,246,4586
36913,8,1464,4802
36914,3,227,4840
36915,10,786,5117
36916,16,404,6724
36917,19,1468,6749
36918,13,1273,7413
36919,19,1468,7534
36920,16,1132,14706
36921,16,1132,15027
36922,10,852,15274
36923,13,1294,16162
36924,12,1489,1099
36925,10,845,1742
36926,10,845,1797
36927,17,1616,13256
36928,10,845,15854
36929,19,1507,9806
36930,19,1440,12329
36931,19,1468,7846
36932,10,845,7928
36933,8,1352,8049
36934,3,111,8262
36935,12,1487,4786
36936,19,1440,5522
36937,19,1468,13062
36938,19,1348,14569
36939,3,119,14796
36940,10,871,11169
36941,19,1498,8235
36942,17,1618,9302
36943,3,111,11670
36944,10,845,13202
36945,3,126,14537
36946,16,276,15930
36947,10,845,1108
36948,8,1352,1231
36949,12,1433,1981
36950,12,1468,2622
36951,10,845,5174
36952,10,845,5455
36953,9,559,6282
36954,10,898,5240
36955,16,226,6442
36956,12,1472,6708
36957,10,916,6710
36958,8,1465,6806
36959,16,226,6929
36960,16,226,6929
36961,10,918,7349
36962,14,706,7484
36963,15,1582,7538
36964,10,898,7993
36965,19,1440,8191
36966,1,1600,7120
36967,12,1490,5055
36968,15,1586,5162
36969,10,916,5257
36970,2,628,6671
36971,8,1417,6806
36972,16,1154,7548
36973,13,7,15664
36974,1,1600,567
36975,10,916,244
36976,10,916,907
36977,2,628,1059
36978,16,1136,2055
36979,10,918,2772
36980,19,1440,8502
36981,19,1440,8556
36982,15,1577,8689
36983,10,898,8697
36984,13,993,2422
36985,NA,1468,6750
36986,13,993,8769
36987,13,993,400
36988,13,993,603
36989,13,993,14983
36990,NA,1468,11036
36991,NA,1368,7322
36992,NA,1440,15807
36993,NA,1440,5104
36994,13,993,7181
36995,NA,1354,9683
36996,NA,1508,11351
36997,NA,1354,14721
36998,NA,1486,15186
36999,NA,1440,16152
37000,13,993,15555
37001,NA,1457,9458
37002,13,993,5037
37003,NA,1487,12314
37004,NA,1368,111
37005,NA,1362,1605
37006,13,993,2423
37007,NA,1457,6981
37008,13,993,9894
37009,NA,1422,12314
37010,NA,1350,13215
37011,13,993,13561
37012,13,993,9631
37013,NA,1457,9458
37014,9,551,14766
37015,NA,1498,15488
37016,NA,1468,15488
37017,NA,1490,16686
37018,16,1154,12981
37019,NA,900,208
37020,19,1408,1581
37021,NA,1489,2012
37022,16,273,3517
37023,16,281,3518
37024,16,284,4160
37025,16,1154,6654
37026,9,55,9307
37027,9,551,10263
37028,9,52,13439
37029,9,58,4814
37030,9,551,6028
37031,16,1154,13464
37032,13,7,13551
37033,NA,1518,15436
37034,NA,1518,15436
37035,NA,1469,233
37036,9,91,16474
37037,NA,1490,16686
37038,NA,1440,1852
37039,16,265,3397
37040,16,269,3444
37041,16,286,3537
37042,16,281,3613
37043,16,281,3808
37044,NA,1508,9427
37045,NA,1519,10103
37046,17,1584,11002
37047,13,1301,12775
37048,16,1162,12949
37049,NA,1508,14555
37050,13,167,15023
37051,NA,1348,312
37052,13,1301,16754
37053,13,1258,2736
37054,19,1361,4694
37055,17,1615,5644
37056,13,11,6271
37057,13,1286,6682
37058,13,191,222
37059,16,599,4118
37060,19,1408,5577
37061,16,528,5892
37062,NA,1026,6720
37063,16,587,15886
37064,9,1119,11412
37065,16,614,12753
37066,16,1132,12976
37067,13,1302,13065
37068,9,37,14724
37069,NA,1026,14886
37070,16,1153,889
37071,NA,1370,1255
37072,13,1299,2587
37073,16,281,3845
37074,9,1119,4764
37075,NA,1489,5237
37076,NA,990,7583
37077,NA,1508,9427
37078,16,1144,9827
37079,NA,990,9887
37080,NA,1026,10000
37081,15,1586,1179
37082,11,1206,1841
37083,16,588,3457
37084,8,1362,5497
37085,11,1238,5515
37086,10,1093,5557
37087,13,11,5804
37088,16,1142,12884
37089,16,1143,12986
37090,8,1362,13215
37091,17,1615,14028
37092,2,1555,14068
37093,2,628,14423
37094,13,7,14757
37095,19,1468,15187
37096,2,1555,15208
37097,11,1238,16225
37098,19,1385,9365
37099,10,1073,9491
37100,8,1362,9962
37101,16,403,10275
37102,11,1238,11453
37103,11,1205,11453
37104,11,1224,11827
37105,19,1468,12097
37106,10,829,12515
37107,11,1232,7020
37108,12,1423,7051
37109,10,1029,7243
37110,11,1238,7494
37111,8,1402,8177
37112,17,1618,10950
37113,3,112,11592
37114,17,1606,11721
37115,17,1616,12287
37116,8,1413,12343
37117,17,1606,12830
37118,17,1618,14531
37119,17,1618,14531
37120,17,1606,14727
37121,17,1606,14826
37122,17,1606,15379
37123,9,1113,15536
37124,16,404,16136
37125,17,1616,16605
37131,17,1606,12233
37132,12,1487,13150
37133,17,1616,13187
37134,17,1616,13187
37142,16,246,4267
37143,16,246,7103
37144,10,918,7340
37145,19,1385,11936
37146,2,1557,9106
37147,9,1127,15601
37148,17,1606,15487
37149,16,246,15937
37150,13,191,8228
37151,13,181,452
37152,12,1370,2597
37153,17,1615,14028
37154,8,1388,1568
37156,13,170,406
37157,2,1555,585
37158,10,918,906
37159,17,1606,1018
37160,10,918,2182
37161,16,265,3497
37162,16,258,3618
37163,16,246,3935
37164,16,275,3987
37165,16,258,4027
37166,16,251,4685
37167,16,261,4685
37168,16,261,4685
37169,13,191,4731
37172,13,1284,11309
37173,NA,1508,1182
37174,NA,1487,1203
37175,NA,1489,2012
37176,NA,1455,233
37177,16,246,3020
37178,16,247,3710
37179,NA,1385,6866
37180,NA,1498,7130
37181,NA,1498,7130
37182,2,628,10924
37183,9,75,12318
37184,13,7,14757
37185,2,633,15195
37186,NA,1368,15465
37187,NA,1487,10328
37188,NA,1468,10678
37192,13,1302,1395
37193,17,1606,8236
37194,8,1407,9783
37195,16,528,10093
37196,12,1457,10292
37197,13,1302,10731
37198,19,1385,10942
37199,17,1608,11020
37200,17,1606,11569
37201,17,1606,11569
37202,17,1609,11569
37203,8,1408,11847
37204,10,918,12141
37205,12,1370,13009
37206,12,1481,13076
37207,10,845,13202
37208,10,845,13241
37209,3,128,13884
37210,13,1298,231
37211,17,1618,361
37212,3,112,756
37213,3,110,756
37214,10,845,964
37215,2,1561,1101
37216,17,1606,1253
37217,17,1606,1799
37218,17,1616,1850
37219,17,1608,1851
37220,17,1606,1851
37221,17,1606,2089
37222,8,1528,13495
37223,8,1402,14210
37224,19,1440,14467
37225,14,697,14620
37226,8,1352,15359
37227,10,836,2441
37228,10,845,2448
37229,8,1362,4789
37230,12,1486,4911
37231,16,226,6485
37232,10,845,6559
37233,19,1455,7945
37234,15,1617,9329
37235,12,1481,9437
37236,13,187,13752
37237,13,193,13752
37238,2,1561,14382
37239,12,1490,14626
37240,8,1362,15488
37241,10,836,279
37242,19,1519,480
37243,7,1196,1065
37244,19,1440,1798
37245,13,175,16080
37246,8,1492,16577
37247,16,226,16590
37249,13,170,5078
37250,3,119,10708
37251,16,235,8466
37252,15,1613,8549
37253,19,1508,8789
37254,8,1362,8853
37255,15,1606,8882
37256,15,1606,9374
37257,10,1020,9594
37258,10,1020,15985
37259,19,1468,16280
37260,8,1362,15518
37261,9,1119,15519
37262,8,1362,5344
37263,8,1389,5483
37264,13,173,5548
37265,9,1117,5569
37266,16,591,5871
37267,16,229,6110
37268,16,232,6183
37269,15,1606,6743
37270,16,232,7890
37271,9,1119,7948
37272,12,1487,8298
37273,17,1609,15483
37274,10,1020,4983
37275,15,1606,5051
37276,8,1352,9108
37277,8,1408,9349
37278,13,1295,11483
37279,19,1394,16719
37280,8,1361,18
37281,15,1574,674
37282,19,1468,944
37283,3,226,9153
37284,13,178,9179
37285,8,1408,9349
37286,12,1490,10311
37287,16,247,10486
37288,17,1613,10700
37289,17,1606,10700
37290,13,1302,10750
37291,2,628,10924
37292,8,1408,11073
37293,16,1170,13002
37294,16,523,3225
37295,12,1457,4854
37296,9,82,5444
37297,3,226,5834
37298,3,226,6240
37299,3,226,6278
37300,3,226,6398
37301,3,226,6551
37302,13,178,6602
37303,12,1524,7283
37304,12,1519,7535
37305,17,1606,8067
37306,12,1457,8151
37307,3,226,8459
37308,9,37,16653
37309,NA,934,7260
37310,16,588,7892
37311,16,1132,8490
37312,NA,1403,1608
37313,NA,983,1619
37314,NA,916,5387
37315,NA,916,7346
37316,16,1132,8482
37317,NA,916,10552
37318,9,37,10972
37319,15,1618,12642
37320,NA,916,12735
37321,16,1157,12882
37322,15,1608,14209
37323,13,7,15385
37324,13,7,15385
37325,13,7,12122
37326,NA,1348,13802
37327,NA,1499,13929
37328,13,7,14434
37329,12,1354,9683
37330,13,1286,547
37331,15,1616,1037
37332,18,665,1681
37333,12,1481,1883
37334,8,1402,8242
37335,12,1396,8337
37336,10,914,8377
37337,15,1606,2820
37338,16,386,3435
37339,9,551,4288
37340,8,1492,4751
37341,16,386,5038
37342,10,957,5422
37343,16,329,5520
37344,19,1368,5817
37345,16,307,5831
37346,18,683,6493
37347,10,927,7342
37348,12,1457,11902
37349,15,1618,11957
37350,19,1440,13373
37351,15,1606,13590
37352,15,1618,14235
37353,15,1618,14235
37354,9,557,12184
37355,16,284,4126
37356,16,269,4234
37357,NA,1468,7130
37358,NA,1489,7627
37359,16,275,4068
37360,16,281,4652
37361,16,281,2904
37362,NA,1468,8877
37363,NA,1352,10429
37364,NA,1492,12769
37365,NA,1487,13358
37366,NA,1487,15074
37367,16,275,5905
37368,16,274,4386
37369,16,281,4642
37370,16,244,3447
37371,16,274,4199
37372,NA,1498,7130
37373,NA,1468,7846
37374,15,1606,8102
37375,15,1616,11708
37376,16,114,13850
37379,17,1579,2581
37380,16,539,3212
37381,16,539,3394
37382,16,595,3996
37383,16,583,4168
37384,9,1119,4944
37385,12,1371,5165
37387,19,1508,5468
37388,12,1490,5623
37389,16,539,5996
37390,16,599,6111
37391,16,539,6266
37392,16,539,6465
37393,3,132,6740
37394,17,1618,6829
37395,12,1481,6985
37396,8,1362,7051
37397,12,1387,7603
37398,10,1074,7938
37399,3,119,8506
37400,19,1499,9150
37401,3,119,9363
37402,12,1519,9688
37403,12,1457,9938
37404,15,1587,9979
37405,8,1352,10085
37406,12,1484,10775
37407,17,1606,10791
37408,17,1608,11020
37409,15,1586,9318
37410,19,1499,9334
37411,10,801,9387
37412,19,1440,9710
37413,3,114,9975
37414,16,539,10028
37415,3,119,11549
37416,10,891,12056
37417,10,922,12056
37418,13,1301,12690
37419,16,614,12753
37420,16,538,13103
37421,2,1555,13144
37422,10,807,13577
37423,15,1586,13837
37424,19,1440,13991
37425,19,1498,14101
37426,19,1498,14338
37427,19,1440,14372
37428,8,1492,14397
37429,10,819,14918
37430,2,1555,15252
37431,19,1368,1357
37432,9,1113,2321
37433,16,539,2891
37434,16,539,3201
37435,16,539,3411
37436,16,539,3458
37437,16,539,4123
37438,16,1154,5323
37439,NA,1154,6654
37440,16,374,7139
37441,15,1613,8067
37442,NA,916,12527
37443,NA,916,12527
37444,15,1606,13375
37445,NA,1440,14048
37446,16,289,11369
37447,13,175,11663
37448,NA,1026,209
37449,18,1224,15943
37450,9,101,16663
37451,13,191,1989
37452,NA,1026,14772
37453,16,1154,4763
37454,NA,1370,4911
37455,15,1617,4971
37456,NA,1026,209
37457,NA,1499,739
37458,15,1606,2434
37459,13,167,16058
37460,NA,1457,8671
37461,9,37,8826
37462,15,1606,14681
37463,18,1230,5609
37464,9,101,11415
37465,NA,1468,12249
37466,NA,993,12543
37467,16,270,3962
37468,16,254,4596
37469,16,282,4623
37470,16,270,4673
37471,13,7,5107
37472,15,1606,6744
37473,13,1282,14803
37474,13,7,16063
37475,3,128,16403
37476,NA,1440,16557
37477,2,1561,10766
37478,17,1538,9362
37479,10,993,9654
37480,13,1,9721
37481,10,993,10141
37482,NA,1440,11080
37483,10,993,12007
37484,2,1561,14077
37485,13,11,128
37486,NA,1440,518
37487,10,993,1134
37488,10,990,2365
37489,16,282,3233
37490,16,265,3396
37491,16,281,3575
37492,10,993,13674
37493,NA,1457,13909
37494,15,1613,15530
37495,10,982,10869
37496,9,556,11087
37497,16,382,1167
37498,9,556,12184
37499,9,551,12184
37500,16,292,5830
37501,16,385,5831
37502,16,292,6456
37503,16,316,10276
37504,13,1256,10643
37505,13,1308,11478
37506,10,898,12449
37507,16,304,14177
37508,10,898,1275
37509,12,1486,4876
37510,16,292,5830
37511,16,310,5830
37512,16,306,6202
37513,9,551,7174
37514,9,568,5982
37515,16,376,10276
37516,16,305,10276
37517,16,292,1669
37518,8,1350,5566
37523,8,1402,8242
37524,8,1377,8499
37525,2,1561,8961
37526,16,422,9010
37527,17,1606,9112
37528,19,1469,9176
37529,17,1617,9329
37530,19,1468,9358
37531,10,1020,9559
37539,13,160,7024
37540,8,1494,7856
37541,10,1037,2164
37542,17,1606,4566
37543,14,706,4872
37544,17,1606,5051
37545,17,1606,5457
37546,16,522,5827
37547,16,399,6113
37548,12,1519,9276
37549,10,996,10338
37550,8,1415,7987
37551,9,51,8928
37552,10,996,10630
37553,10,996,12869
37554,16,1162,12891
37555,9,49,14063
37556,12,1422,16615
37557,13,178,6786
37558,19,1499,7647
37559,10,1021,8086
37560,13,1302,1550
37561,13,1305,6948
37562,15,1584,8848
37563,16,619,9022
37564,15,1582,9404
37565,19,1508,9427
37566,10,996,9731
37567,8,1377,9752
37568,12,1486,9964
37569,19,1440,10703
37570,10,996,11308
37571,12,1481,11514
37572,15,1578,13014
37573,12,1457,13369
37574,10,996,13679
37575,15,1583,13927
37576,16,1146,163
37577,12,1519,354
37578,8,1415,8681
37579,8,1408,8988
37580,8,1530,9166
37581,13,187,16072
37582,2,1555,9300
37583,16,233,10020
37584,8,1362,11165
37585,10,1020,12562
37586,12,1490,13020
37587,13,187,13745
37588,10,1020,13793
37589,15,1618,14531
37590,10,1016,15626
37591,10,1020,15628
37592,15,1606,8549
37593,2,1555,8833
37594,12,1367,9154
37595,10,1021,9512
37596,15,1606,9690
37597,8,1362,9832
37598,10,1020,9838
37601,2,1561,584
37602,13,200,633
37603,15,1618,1027
37604,19,1440,1307
37605,10,872,1932
37606,10,1020,2492
37607,16,596,2664
37608,15,1606,7810
37609,9,1119,11830
37610,NA,1362,13506
37611,NA,1402,14210
37612,NA,1499,14427
37613,NA,872,7988
37614,NA,1440,13108
37615,NA,1499,14427
37616,16,404,201
37617,15,1617,9795
37618,NA,1468,9960
37619,15,1616,16716
37620,NA,1481,16275
37621,NA,1481,16275
37622,16,119,16571
37623,NA,837,13202
37624,16,115,13651
37625,NA,837,2436
37626,NA,837,12310
37627,NA,1387,1286
37628,15,1618,236
37629,16,404,12305
37630,NA,962,5676
37631,15,1606,7522
37632,16,1154,13538
37633,NA,975,14980
37634,NA,984,15043
37635,15,1608,15217
37636,15,1618,15443
37637,16,246,15916
37638,9,561,5600
37639,2,623,8638
37647,NA,1468,7846
37648,NA,1352,8049
37649,13,175,9764
37650,16,1143,12983
37651,NA,1370,15399
37652,NA,1468,7846
37653,13,175,16268
37654,NA,1348,9279
37655,16,1143,12968
37656,NA,1352,1733
37657,NA,1352,993
37658,NA,1468,7846
37659,NA,1486,11411
37660,15,1616,16605
37661,NA,1468,7846
37662,NA,1489,9279
37663,15,1606,524
37664,16,1142,2358
37665,9,1119,15988
37666,NA,1361,15523
37667,NA,1499,13441
37668,15,1587,11934
37669,NA,1352,8049
37670,NA,807,293
37671,NA,1359,10425
37672,NA,1481,11389
37673,16,226,7717
37674,19,1515,8385
37675,NA,1059,1901
37676,16,1159,8476
37677,NA,1348,11473
37678,19,1416,12082
37679,13,7,13680
37680,NA,1093,14542
37681,9,1120,14697
37682,15,1582,5518
37683,16,295,6543
37684,NA,1362,6970
37685,13,30,8098
37686,13,7,9333
37687,13,7,1988
37688,NA,1422,9525
37689,NA,1498,9525
37690,16,1170,9705
37691,NA,1039,10220
37692,NA,1499,12237
37693,NA,1385,12237
37694,NA,1440,14126
37695,9,1119,8678
37696,19,1451,11232
37697,NA,996,9498
37698,2,1555,11328
37699,13,1312,12235
37700,NA,1499,12839
37701,NA,1481,13076
37702,NA,1481,13076
37703,NA,1440,13099
37704,13,1256,13827
37705,2,1555,14068
37706,2,1555,14155
37707,19,1377,15103
37708,NA,1487,1892
37709,11,1202,2618
37710,16,245,3439
37711,2,1555,5453
37712,11,1228,13395
37713,13,1249,9048
37714,NA,1498,9269
37715,13,1279,9488
37716,NA,1457,8404
37717,NA,1598,840
37718,13,1249,1432
37719,13,1293,1637
37720,2,1559,1795
37721,16,253,3361
37722,16,257,4004
37723,13,1302,11822
37724,12,1519,13290
37725,2,1562,8505
37726,16,397,266
37727,12,1479,778
37728,13,1301,928
37729,12,1486,1315
37730,8,1388,1568
37731,16,292,1667
37732,10,836,2536
37733,12,1490,2745
37734,16,383,5775
37735,16,375,5810
37736,16,375,5810
37737,16,374,6543
37738,19,1432,6946
37739,17,1616,10484
37740,16,397,10487
37741,10,743,12033
37742,12,1489,12704
37743,12,1457,12802
37744,2,1561,13082
37745,10,836,13351
37746,8,1407,13549
37747,12,1519,14101
37748,12,1487,14101
37749,12,1481,14828
37750,8,1408,11055
37751,8,1408,11073
37752,12,1487,12168
37753,13,1303,14291
37754,NA,1499,15694
37755,NA,1440,15765
37756,NA,807,15896
37757,13,1299,16111
37758,NA,1498,7588
37759,16,129,8578
37760,13,1320,555
37761,NA,1468,539
37762,NA,1440,650
37763,18,1238,1356
37764,13,175,1992
37765,NA,813,2147
37766,15,1578,6375
37767,16,607,15933
37768,18,1232,16229
37769,NA,1531,8605
37770,NA,1398,16454
37772,NA,1508,9427
37773,15,1606,10702
37774,16,119,11701
37775,NA,1440,13378
37776,NA,1440,14527
37777,NA,837,14833
37778,NA,839,14910
37779,NA,1490,9120
37780,NA,1490,9120
37781,NA,881,10758
37782,15,1606,11126
37783,NA,881,11217
37784,13,175,11312
37785,13,167,11312
37786,15,1606,11569
37787,NA,1503,1139
37788,NA,881,1747
37789,13,175,1992
37790,NA,877,2760
37791,NA,839,5428
37792,17,1618,9285
37793,12,1477,10163
37794,9,561,10401
37795,8,1462,10955
37796,13,1284,11506
37797,10,995,12394
37798,16,247,12752
37799,10,995,2169
37800,16,251,2921
37801,17,1611,13690
37802,17,1606,14321
37803,19,1440,14439
37804,9,1111,15102
37805,16,261,4215
37806,16,250,4394
37807,16,247,4589
37808,16,248,4589
37809,13,1303,6936
37810,10,1004,7229
37811,10,1035,15741
37812,17,1609,8344
37813,16,246,10486
37814,8,1362,11744
37815,8,1408,15352
37816,17,1602,16285
37817,8,1402,2774
37818,16,250,3308
37819,16,247,3405
37820,16,250,4486
37821,16,251,4575
37822,NA,1498,1139
37823,NA,845,1742
37824,NA,845,9151
37825,16,404,12305
37826,NA,845,12571
37827,NA,845,13845
37828,15,1618,14531
37829,NA,836,14967
37830,NA,1469,1090
37831,NA,1489,7627
37832,NA,845,7928
37833,NA,845,7983
37834,NA,845,9151
37835,NA,845,10685
37836,NA,845,10865
37837,NA,1468,8306
37838,NA,1018,6609
37839,15,1578,70
37840,16,1133,153
37841,16,1133,153
37842,NA,1026,2530
37843,NA,1026,2550
37844,NA,992,7980
37845,9,632,16385
37846,13,1302,10722
37847,NA,990,11104
37848,NA,1010,13406
37849,NA,1026,14876
37850,13,1301,12775
37851,NA,1014,11376
37852,NA,1026,12337
37853,16,1143,12942
37854,NA,1487,15074
37855,NA,992,4788
37856,NA,990,6619
37857,16,1157,7153
37858,9,631,73
37859,15,1578,70
37860,NA,1026,2515
37861,16,281,3785
37862,11,706,8526
37863,9,51,9050
37864,9,109,16429
37865,9,629,16304
37866,NA,1010,12602
37867,16,559,5600
37868,15,1617,12875
37869,NA,1440,9709
37870,16,572,6759
37871,NA,1440,2742
37872,16,557,12184
37873,16,566,10401
37874,NA,1440,14048
37875,15,1617,12875
37876,NA,52,8501
37877,16,557,7001
37878,16,559,5855
37879,15,1606,14343
37880,NA,1440,14449
37881,15,1618,5612
37882,NA,37,10756
37883,NA,1469,1118
37884,NA,1440,1089
37885,16,556,6759
37886,16,564,247
37887,NA,1412,13508
37888,15,1617,12875
37889,15,1618,16559
37890,16,556,10401
37891,NA,1385,9724
37892,NA,1520,14512
37893,16,566,5600
37894,15,1606,5612
37895,NA,1082,14490
37896,13,191,14636
37897,16,226,9421
37898,NA,1508,16279
37899,2,1555,16460
37900,2,1561,2521
37901,NA,1440,4725
37902,NA,1457,4756
37903,2,1555,8398
37904,NA,1082,1105
37905,NA,1082,1839
37906,13,183,16114
37908,13,167,5078
37909,13,187,5078
37910,NA,1362,5462
37911,16,226,6499
37912,16,226,6628
37913,NA,1486,15186
37914,NA,836,15559
37915,NA,845,15833
37916,NA,836,1163
37917,16,404,15822
37918,16,275,3124
37919,NA,845,1742
37920,15,1606,2089
37921,NA,836,2462
37922,NA,845,12798
37923,NA,1517,16169
37924,16,513,9146
37925,15,1616,9374
37926,NA,845,10792
37927,16,513,11097
37928,NA,845,14820
37929,15,1606,16358
37930,16,513,8453
37931,NA,845,198
37932,NA,836,2457
37933,NA,845,1163
37934,NA,845,5238
37935,13,187,12086
37936,15,1606,7517
37937,16,513,7618
37938,NA,845,10919
37939,NA,836,11186
37940,NA,836,11246
37941,15,1618,11743
37942,15,1608,11743
37948,13,1130,8837
37953,17,1606,5051
37954,17,1613,5145
37955,17,1614,5145
37956,13,175,1992
37957,13,186,16079
37958,2,1555,8026
37959,2,1555,8026
37960,13,1342,7847
37961,16,539,7848
37962,12,1370,8975
37963,13,1104,9444
37964,8,1407,10204
37965,16,391,10276
37966,13,170,10351
37967,10,1074,11542
37968,8,1362,12285
37969,19,1454,10881
37970,1,1592,8284
37971,2,1555,10313
37972,8,1362,10333
37973,12,1515,8385
37974,19,1499,8535
37975,15,1574,9357
37976,19,1440,16258
37977,19,1468,16601
37979,16,404,8460
37980,15,149,9937
37981,15,1582,9947
37982,10,742,12033
37983,8,1352,12052
37984,16,404,1580
37985,16,333,919
37986,12,1486,982
37987,12,1489,1250
37988,10,1079,1287
37989,15,1581,1753
37990,15,1581,1753
37991,16,1154,1890
37992,12,1457,2763
37993,16,241,3480
37994,12,1367,4716
37995,8,1352,7322
37996,16,1133,5064
37997,16,1146,5064
37998,19,1385,9365
37999,16,404,9758
38000,12,1479,9792
38001,16,278,3990
38002,16,246,4526
38003,NA,993,197
38004,15,1618,638
38005,NA,1469,13872
38006,NA,996,8705
38007,9,631,9356
38008,NA,1035,9512
38009,NA,996,9876
38010,9,631,9984
38011,13,1312,10372
38012,18,1217,11574
38013,NA,1440,5510
38014,NA,1440,6977
38015,NA,996,7221
38016,NA,1440,7702
38017,9,631,7866
38018,9,631,7866
38019,NA,1440,8520
38024,NA,996,951
38025,10,814,13479
38026,12,1355,13892
38027,19,1468,14339
38028,19,1468,15444
38029,15,1586,15713
38030,13,16,15811
38031,12,1423,11042
38032,10,1079,11154
38033,10,1039,11298
38034,19,1348,11924
38035,19,1498,12168
38036,NA,1119,12765
38037,19,1518,13108
38039,13,13,13996
38040,8,1402,14210
38041,15,1586,14430
38042,15,149,15262
38043,15,149,15368
38044,19,1468,15444
38045,NA,1119,15538
38046,2,628,16503
38047,3,227,16521
38048,19,1368,16543
38049,12,1457,9209
38050,15,1586,9751
38051,11,1232,9457
38052,16,404,9974
38054,16,404,80
38056,NA,55,9071
38057,NA,1499,15405
38058,13,1239,1470
38059,9,1117,7036
38060,9,1113,7302
38061,NA,55,9952
38062,NA,1385,7807
38063,NA,1440,16511
38064,NA,1457,11859
38065,NA,40,15552
38066,NA,1479,16451
38067,16,226,6536
38068,9,1119,8658
38069,16,115,10579
38070,NA,1440,14159
38071,NA,1489,2012
38072,NA,62,16642
38073,15,1578,9318
38074,NA,1440,8191
38075,NA,62,8471
38076,13,1582,12121
38077,NA,1440,14425
38078,9,1555,14454
38079,13,1239,1470
38080,13,1582,2069
38081,NA,1440,5293
38082,10,845,12228
38083,10,856,12228
38084,2,633,16402
38085,10,845,11570
38086,10,837,12228
38087,2,628,10709
38088,15,1606,905
38089,10,878,1809
38090,16,265,4040
38091,16,246,4437
38092,19,1416,795
38093,10,845,1628
38094,9,105,2233
38095,9,109,12528
38096,NA,1499,13730
38097,13,196,13749
38098,17,1608,11710
38099,16,115,8506
38100,17,1615,8968
38101,11,706,15554
38102,9,102,7668
38103,16,119,8095
38104,NA,1519,7535
38105,19,1352,7620
38106,16,112,8016
38107,NA,1468,539
38108,15,1606,992
38109,9,70,5423
38110,16,118,8325
38111,NA,1508,8334
38112,16,111,7060
38113,2,628,6661
38114,9,52,8074
38115,13,1299,12734
38116,2,628,13865
38117,13,1253,15356
38118,9,62,12271
38119,NA,1468,12663
38120,10,766,13405
38121,NA,1385,13944
38122,NA,1440,14449
38123,10,766,14694
38124,10,766,14694
38125,16,111,15261
38126,NA,1368,15465
38127,15,1587,16499
38128,15,1574,16535
38129,16,111,9398
38130,19,1408,10946
38131,15,1586,9979
38132,2,625,13098
38133,15,1587,13440
38134,10,750,13824
38135,15,1574,8056
38136,17,1613,8067
38137,17,1618,8067
38138,17,1618,11934
38139,16,1143,12540
38140,15,1586,12827
38141,16,1143,12926
38142,15,1584,13237
38143,2,632,13388
38144,2,632,13388
38145,19,1348,13441
38146,19,1468,13441
38147,17,1618,13806
38148,12,1370,13909
38150,19,1440,14473
38151,13,187,15574
38152,10,819,15847
38153,10,814,15847
38154,8,1395,9755
38155,17,1606,9810
38156,2,633,16583
38157,19,1507,495
38158,3,226,511
38159,12,1484,853
38160,19,1468,1752
38161,13,1307,16130
38162,13,1302,14105
38163,12,1457,8315
38164,12,1457,8353
38165,16,226,1566
38166,NA,1600,1730
38167,15,1608,5051
38168,NA,1453,5114
38169,15,1613,5228
38170,NA,778,12460
38171,NA,1013,12464
38172,NA,1348,12782
38173,NA,1348,12782
38174,2,1555,14664
38175,NA,1026,15051
38176,13,7,15664
38177,NA,1455,15744
38178,NA,1598,15800
38179,16,226,8651
38180,16,226,9014
