location_id,country,province,region
724,Italy,Central Italy,Lambrusco di Sorbara
725,Italy,Central Italy,Lambrusco Grasparossa di Castelvetro
726,Italy,Central Italy,Lambrusco Salamino di Santa Croce
727,Italy,Central Italy,Lazio
728,Italy,Central Italy,Marche
729,Italy,Central Italy,Montefalco
730,Italy,Central Italy,Montefalco Rosso
731,Italy,Central Italy,Montefalco Sagrantino
732,Italy,Central Italy,Montepulciano d'Abruzzo
733,Italy,Central Italy,Montepulciano d'Abruzzo Colline Teramane
734,Italy,Central Italy,Offida Passerina
735,Italy,Central Italy,Offida Pecorino
736,Italy,Central Italy,Offida Rosso
737,Italy,Central Italy,Orvieto
738,Italy,Central Italy,Orvieto Classico
739,Italy,Central Italy,Orvieto Classico Superiore
740,Italy,Central Italy,Romagna
741,Italy,Central Italy,Rosso Conero
742,Italy,Central Italy,Rosso Piceno
743,Italy,Central Italy,Rosso Piceno Superiore
744,Italy,Central Italy,Sagrantino di Montefalco
745,Italy,Central Italy,Terre di Chieti
746,Italy,Central Italy,Torgiano
747,Italy,Central Italy,Torgiano Rosso Riserva
748,Italy,Central Italy,Trebbiano d'Abruzzo
749,Italy,Central Italy,Umbria
750,Italy,Central Italy,Verdicchio dei Castelli di Jesi
751,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico
752,Italy,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore
753,Italy,Central Italy,Verdicchio di Matelica
754,Italy,Central Italy,NA
755,Italy,Italy Other,Vino da Tavola
756,Italy,Italy Other,Vino Spumante
757,Italy,Italy Other,NA
758,Italy,Lombardy,Franciacorta
759,Italy,Lombardy,Lugana
760,Italy,Lombardy,Lugana Superiore
761,Italy,Lombardy,Oltrepò Pavese
762,Italy,Lombardy,Sforzato di Valtellina
763,Italy,Lombardy,Terrazze Retiche di Sondrio
764,Italy,Lombardy,Valtellina
765,Italy,Lombardy,Valtellina Superiore
766,Italy,Lombardy,Valtènesi
767,Italy,Northeastern Italy,Alto Adige
768,Italy,Northeastern Italy,Alto Adige Terlano
769,Italy,Northeastern Italy,Alto Adige Valle Isarco
770,Italy,Northeastern Italy,Colli Orientali del Friuli
771,Italy,Northeastern Italy,Colli Trevigiani
772,Italy,Northeastern Italy,Collio
773,Italy,Northeastern Italy,Delle Venezie
774,Italy,Northeastern Italy,Friuli
775,Italy,Northeastern Italy,Friuli Aquileia
776,Italy,Northeastern Italy,Friuli Colli Orientali
777,Italy,Northeastern Italy,Friuli Grave
778,Italy,Northeastern Italy,Friuli Isonzo
779,Italy,Northeastern Italy,Friuli Venezia Giulia
780,Italy,Northeastern Italy,Garda
781,Italy,Northeastern Italy,Isonzo del Friuli
782,Italy,Northeastern Italy,Mitterberg
783,Italy,Northeastern Italy,Rosazzo
784,Italy,Northeastern Italy,Teroldego Rotaliano
785,Italy,Northeastern Italy,Trentino
786,Italy,Northeastern Italy,Trento
787,Italy,Northeastern Italy,Venezia Giulia
788,Italy,Northeastern Italy,Venezie
789,Italy,Northeastern Italy,Vigneti delle Dolomiti
790,Italy,Northeastern Italy,NA
791,Italy,Northwestern Italy,Valle d'Aosta
792,Italy,Piedmont,Alta Langa
793,Italy,Piedmont,Asti
794,Italy,Piedmont,Barbaresco
795,Italy,Piedmont,Barbera d'Alba
796,Italy,Piedmont,Barbera d'Alba Superiore
797,Italy,Piedmont,Barbera d'Asti
798,Italy,Piedmont,Barbera d'Asti Superiore
799,Italy,Piedmont,Barbera d'Asti Superiore Nizza
800,Italy,Piedmont,Barbera del Monferrato Superiore
801,Italy,Piedmont,Barbera di Piemonte
802,Italy,Piedmont,Barolo
803,Italy,Piedmont,Boca
804,Italy,Piedmont,Bramaterra
805,Italy,Piedmont,Carema
806,Italy,Piedmont,Colli Tortonesi
807,Italy,Piedmont,Colline Novaresi
808,Italy,Piedmont,Cortese di Gavi
809,Italy,Piedmont,Coste della Sesia
810,Italy,Piedmont,Dogliani
811,Italy,Piedmont,Dogliani Superiore
812,Italy,Piedmont,Dolcetto d'Alba
813,Italy,Piedmont,Dolcetto d'Alba Superiore
814,Italy,Piedmont,Erbaluce di Caluso
815,Italy,Piedmont,Fara
816,Italy,Piedmont,Gattinara
817,Italy,Piedmont,Gavi
818,Italy,Piedmont,Ghemme
819,Italy,Piedmont,Langhe
820,Italy,Piedmont,Lessona
821,Italy,Piedmont,Monferrato
822,Italy,Piedmont,Monferrato Bianco
823,Italy,Piedmont,Moscato d'Asti
824,Italy,Piedmont,Nebbiolo d'Alba
825,Italy,Piedmont,Piedmont
826,Italy,Piedmont,Piemonte
827,Italy,Piedmont,Roero
828,Italy,Piedmont,Ruché di Castagnole Monferrato
829,Italy,Piedmont,NA
830,Italy,Sicily & Sardinia,Alcamo
831,Italy,Sicily & Sardinia,Alghero
832,Italy,Sicily & Sardinia,Cannonau di Sardegna
833,Italy,Sicily & Sardinia,Carignano del Sulcis
834,Italy,Sicily & Sardinia,Cerasuolo di Vittoria
835,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico
836,Italy,Sicily & Sardinia,Colli del Limbara
837,Italy,Sicily & Sardinia,Contea di Sclafani
838,Italy,Sicily & Sardinia,Contessa Entellina
839,Italy,Sicily & Sardinia,Delia Nivolelli
840,Italy,Sicily & Sardinia,Eloro
841,Italy,Sicily & Sardinia,Erice
842,Italy,Sicily & Sardinia,Etna
843,Italy,Sicily & Sardinia,Faro
844,Italy,Sicily & Sardinia,Isola dei Nuraghi
845,Italy,Sicily & Sardinia,Malvasia delle Lipari
846,Italy,Sicily & Sardinia,Mamertino
847,Italy,Sicily & Sardinia,Marsala
848,Italy,Sicily & Sardinia,Menfi
849,Italy,Sicily & Sardinia,Monica di Sardegna
850,Italy,Sicily & Sardinia,Monreale
851,Italy,Sicily & Sardinia,Moscato di Noto
852,Italy,Sicily & Sardinia,Nasco di Cagliari
853,Italy,Sicily & Sardinia,Noto
854,Italy,Sicily & Sardinia,Nuragus di Cagliari
855,Italy,Sicily & Sardinia,Passito di Pantelleria
856,Italy,Sicily & Sardinia,Salina
857,Italy,Sicily & Sardinia,Sicilia
858,Italy,Sicily & Sardinia,Siracusa
859,Italy,Sicily & Sardinia,Terre Siciliane
860,Italy,Sicily & Sardinia,Valli di Porto Pino
861,Italy,Sicily & Sardinia,Vermentino di Gallura
862,Italy,Sicily & Sardinia,Vermentino di Sardegna
863,Italy,Sicily & Sardinia,Vittoria
864,Italy,Sicily & Sardinia,Vittoria Frappato
865,Italy,Southern Italy,Aglianico del Beneventano
866,Italy,Southern Italy,Aglianico del Taburno
867,Italy,Southern Italy,Aglianico del Vulture
868,Italy,Southern Italy,Basilicata
869,Italy,Southern Italy,Beneventano
870,Italy,Southern Italy,Brindisi
871,Italy,Southern Italy,Cacc’e Mmitte di Lucera
872,Italy,Southern Italy,Calabria
873,Italy,Southern Italy,Campania
874,Italy,Southern Italy,Campi Flegrei
875,Italy,Southern Italy,Castel del Monte
876,Italy,Southern Italy,Catalanesca del Monte Somma
877,Italy,Southern Italy,Cilento
878,Italy,Southern Italy,Cirò
879,Italy,Southern Italy,Cirò Classico
880,Italy,Southern Italy,Colli di Salerno
881,Italy,Southern Italy,Copertino
882,Italy,Southern Italy,Costa d'Amalfi
883,Italy,Southern Italy,Epomeo
884,Italy,Southern Italy,Falanghina del Beneventano
885,Italy,Southern Italy,Falanghina del Sannio
886,Italy,Southern Italy,Falerno del Massico
887,Italy,Southern Italy,Fiano di Avellino
888,Italy,Southern Italy,Galluccio
889,Italy,Southern Italy,Greco di Tufo
890,Italy,Southern Italy,Irpinia
891,Italy,Southern Italy,Ischia
892,Italy,Southern Italy,Lacryma Christi del Vesuvio
893,Italy,Southern Italy,Molise
894,Italy,Southern Italy,Murgia
895,Italy,Southern Italy,Paestum
896,Italy,Southern Italy,Pompeiano
897,Italy,Southern Italy,Primitivo del Salento
898,Italy,Southern Italy,Primitivo di Manduria
899,Italy,Southern Italy,Puglia
900,Italy,Southern Italy,Roccamonfina
901,Italy,Southern Italy,Salento
902,Italy,Southern Italy,Salice Salentino
903,Italy,Southern Italy,Sannio
904,Italy,Southern Italy,Sant' Agata dei Goti
905,Italy,Southern Italy,Squinzano
906,Italy,Southern Italy,Taburno
907,Italy,Southern Italy,Taurasi
908,Italy,Southern Italy,Terre del Volturno
909,Italy,Southern Italy,Val di Neto
910,Italy,Southern Italy,Vesuvio
911,Italy,Tuscany,Alta Valle della Greve
912,Italy,Tuscany,Barco Reale di Carmignano
913,Italy,Tuscany,Bolgheri
914,Italy,Tuscany,Bolgheri Sassicaia
915,Italy,Tuscany,Bolgheri Superiore
916,Italy,Tuscany,Brunello di Montalcino
917,Italy,Tuscany,Carmignano
918,Italy,Tuscany,Chianti
919,Italy,Tuscany,Chianti Classico
920,Italy,Tuscany,Chianti Colli Aretini
921,Italy,Tuscany,Chianti Colli Fiorentini
922,Italy,Tuscany,Chianti Colli Pisani
923,Italy,Tuscany,Chianti Colli Senesi
924,Italy,Tuscany,Chianti Montalbano
925,Italy,Tuscany,Chianti Montespertoli
926,Italy,Tuscany,Chianti Rufina
927,Italy,Tuscany,Chianti Superiore
928,Italy,Tuscany,Colli della Toscana Centrale
929,Italy,Tuscany,Colli Etruria Centrale
930,Italy,Tuscany,Cortona
931,Italy,Tuscany,Costa Toscana
932,Italy,Tuscany,Maremma
933,Italy,Tuscany,Maremma Toscana
934,Italy,Tuscany,Montecucco
935,Italy,Tuscany,Monteregio di Massa Marittima
936,Italy,Tuscany,Montescudaio
937,Italy,Tuscany,Morellino di Scansano
938,Italy,Tuscany,Orcia
939,Italy,Tuscany,Pomino
940,Italy,Tuscany,Rosso di Montalcino
941,Italy,Tuscany,Rosso di Montepulciano
942,Italy,Tuscany,Rosso di Toscana
943,Italy,Tuscany,San Gimignano
944,Italy,Tuscany,Sant'Antimo
945,Italy,Tuscany,Sovana
946,Italy,Tuscany,Toscana
947,Italy,Tuscany,Tuscany
948,Italy,Tuscany,Val di Cornia Suvereto
949,Italy,Tuscany,Vernaccia di San Gimignano
950,Italy,Tuscany,Vin Santo del Chianti
951,Italy,Tuscany,Vin Santo del Chianti Classico
952,Italy,Tuscany,Vin Santo del Chianti Rufina
953,Italy,Tuscany,Vin Santo di Carmignano
954,Italy,Tuscany,Vin Santo di Montepulciano
955,Italy,Tuscany,Vino Nobile di Montepulciano
956,Italy,Veneto,Amarone della Valpolicella
957,Italy,Veneto,Amarone della Valpolicella Classico
958,Italy,Veneto,Amarone della Valpolicella Valpantena
959,Italy,Veneto,Asolo Prosecco Superiore
960,Italy,Veneto,Bardolino
961,Italy,Veneto,Bardolino Chiaretto
962,Italy,Veneto,Bardolino Classico
963,Italy,Veneto,Bardolino Superiore
964,Italy,Veneto,Bianco di Custoza
965,Italy,Veneto,Colli di Conegliano
966,Italy,Veneto,Colli Euganei
967,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore
968,Italy,Veneto,Gambellara Classico
969,Italy,Veneto,Lessini Durello
970,Italy,Veneto,Marca Trevigiana
971,Italy,Veneto,Montello e Colli Asolani
972,Italy,Veneto,Piave
973,Italy,Veneto,Prosecco
974,Italy,Veneto,Prosecco di Conegliano
975,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene
976,Italy,Veneto,Prosecco di Valdobbiadene
977,Italy,Veneto,Prosecco Superiore di Cartizze
978,Italy,Veneto,Prosecco Treviso
979,Italy,Veneto,Recioto della Valpolicella Classico
980,Italy,Veneto,Recioto di Soave
981,Italy,Veneto,Recioto di Soave Classico
982,Italy,Veneto,Rosso del Veronese
983,Italy,Veneto,San Martino della Battaglia
984,Italy,Veneto,Soave
985,Italy,Veneto,Soave Classico
986,Italy,Veneto,Soave Classico Superiore
987,Italy,Veneto,Soave Colli Scaligeri
988,Italy,Veneto,Soave Superiore
989,Italy,Veneto,Valdadige
990,Italy,Veneto,Valdobbiadene Prosecco Superiore
991,Italy,Veneto,Valdobbiadene Superiore di Cartizze
992,Italy,Veneto,Valpolicella
993,Italy,Veneto,Valpolicella Classico
994,Italy,Veneto,Valpolicella Classico Superiore
995,Italy,Veneto,Valpolicella Classico Superiore Ripasso
996,Italy,Veneto,Valpolicella Ripasso
997,Italy,Veneto,Valpolicella Ripasso Classico
998,Italy,Veneto,Valpolicella Ripasso Valpantena Superiore
999,Italy,Veneto,Valpolicella Superiore
1000,Italy,Veneto,Valpolicella Superiore Ripasso
1001,Italy,Veneto,Veneto
1002,Italy,Veneto,Venezia
1003,Italy,Veneto,Veronese
1004,Italy,Veneto,NA
1005,Lebanon,Bekaa Valley,NA
1006,Lebanon,Lebanon,NA
1007,Luxembourg,Moselle Luxembourgeoise,NA
1008,Macedonia,Tikves,NA
1009,Mexico,San Antonio de las Minas Valley,NA
1010,Mexico,San Vicente,NA
1011,Mexico,Valle de Guadalupe,NA
1012,Moldova,Cahul,NA
1013,Moldova,Codru Region,NA
1014,Moldova,Moldova,NA
1015,Morocco,Guerrouane,NA
1016,Morocco,Morocco,NA
1017,Morocco,Zenata,NA
1018,New Zealand,Awatere Valley,NA
1019,New Zealand,Canterbury,NA
1020,New Zealand,Central Otago,NA
1021,New Zealand,East Coast,NA
1022,New Zealand,Gisborne,NA
1023,New Zealand,Gladstone,NA
1024,New Zealand,Hawke's Bay,NA
1025,New Zealand,Kumeu,NA
1026,New Zealand,Marlborough,NA
1027,New Zealand,Martinborough,NA
1028,New Zealand,Nelson,NA
1029,New Zealand,New Zealand,NA
1030,New Zealand,South Island,NA
1031,New Zealand,Waiheke Island,NA
1032,New Zealand,Waipara,NA
1033,New Zealand,Waipara Valley,NA
1034,New Zealand,Wairarapa,NA
1035,New Zealand,Wairau Valley,NA
1036,New Zealand,Waitaki Valley,NA
1037,Peru,Ica,NA
1038,Portugal,Alenquer,NA
1039,Portugal,Alentejano,NA
1040,Portugal,Alentejo,NA
1041,Portugal,Alenteo,NA
1042,Portugal,Algarve,NA
1043,Portugal,Bairrada,NA
1044,Portugal,Beira Atlantico,NA
1045,Portugal,Beira Interior,NA
1046,Portugal,Beiras,NA
1047,Portugal,Bucelas,NA
1048,Portugal,Colares,NA
1049,Portugal,Dão,NA
1050,Portugal,Douro,NA
1051,Portugal,Duriense,NA
1052,Portugal,Estremadura,NA
1053,Portugal,Lisboa,NA
1054,Portugal,Madeira,NA
1055,Portugal,Minho,NA
1056,Portugal,Moscatel de Setúbal,NA
1057,Portugal,Moscatel do Douro,NA
1058,Portugal,Obidos,NA
1059,Portugal,Palmela,NA
1060,Portugal,Península de Setúbal,NA
1061,Portugal,Port,NA
1062,Portugal,Portugal,NA
1063,Portugal,Portuguese Table Wine,NA
1064,Portugal,Ribatejano,NA
1065,Portugal,Ribatejo,NA
1066,Portugal,Setubal,NA
1067,Portugal,Table wine,NA
1068,Portugal,Távora-Varosa,NA
1069,Portugal,Tejo,NA
1070,Portugal,Terras do Dão,NA
1071,Portugal,Terras do Sado,NA
1072,Portugal,Trás-os-Montes,NA
1073,Portugal,Vinho da Mesa,NA
1074,Portugal,Vinho Espumante,NA
1075,Portugal,Vinho Espumante de Qualidade,NA
1076,Portugal,Vinho Licoroso,NA
1077,Portugal,Vinho Verde,NA
1078,Romania,Dealu Mare,NA
1079,Romania,Dealurile Hușilor,NA
1080,Romania,Dealurile Munteniei,NA
1081,Romania,Jidvei,NA
1082,Romania,Murfatlar,NA
1083,Romania,Panciu,NA
1084,Romania,Recas,NA
1085,Romania,Romania,NA
1086,Romania,Sebes,NA
1087,Romania,Tarnave,NA
1088,Romania,Vânju Mare,NA
1089,Romania,Viile Timis,NA
1090,Romania,Viile Timisului,NA
1091,Serbia,Fruška Gora,NA
1092,Serbia,Pocerina,NA
1093,Serbia,Župa,NA
1094,Slovakia,Muzla,NA
1095,Slovenia,Brda,NA
1096,Slovenia,Dolenjska,NA
1097,Slovenia,Goriska Brda,NA
1098,Slovenia,Kras,NA
1099,Slovenia,Primorska,NA
1100,Slovenia,Slovenia,NA
1101,Slovenia,Slovenska Istra,NA
1102,Slovenia,Štajerska,NA
1103,Slovenia,Vipavska Dolina,NA
1104,South Africa,Bot River,NA
1105,South Africa,Breedekloof,NA
1106,South Africa,Cape Agulhas,NA
1107,South Africa,Cape Peninsula,NA
1108,South Africa,Cape South Coast,NA
1109,South Africa,Cederberg,NA
1110,South Africa,Ceres Plateau,NA
1111,South Africa,Coastal Region,NA
1112,South Africa,Constantia,NA
1113,South Africa,Darling,NA
1114,South Africa,Durbanville,NA
1115,South Africa,Eilandia,NA
1116,South Africa,Elgin,NA
1117,South Africa,Elim,NA
1118,South Africa,Franschhoek,NA
1119,South Africa,Groenekloof,NA
1120,South Africa,Hemel en Aarde,NA
1121,South Africa,Jonkershoek Valley,NA
1122,South Africa,Lutzville Valley,NA
1123,South Africa,Malgas,NA
1124,South Africa,Northern Cape,NA
1125,South Africa,Olifants River,NA
1126,South Africa,Overberg,NA
1127,South Africa,Paardeberg,NA
1128,South Africa,Paarl,NA
1129,South Africa,Philadelphia,NA
1130,South Africa,Piekenierskloof,NA
1131,South Africa,Polkadraai Hills,NA
1132,South Africa,Robertson,NA
1133,South Africa,Simonsberg-Paarl,NA
1134,South Africa,Simonsberg-Stellenbosch,NA
1135,South Africa,South Africa,NA
1136,South Africa,Stellenbosch,NA
1137,South Africa,Swartland,NA
1138,South Africa,Tulbagh,NA
1139,South Africa,Walker Bay,NA
1140,South Africa,Wellington,NA
1141,South Africa,Western Cape,NA
1142,Spain,Andalucia,Jerez
1143,Spain,Andalucia,Málaga
1144,Spain,Andalucia,Manzanilla-Sanlúcar de Barrameda
1145,Spain,Andalucia,Montilla-Moriles
1146,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada
1147,Spain,Andalucia,Vino de la Tierra Contraviesa Alpujarra
1148,Spain,Andalucia,Vino de la Tierra de Cádiz
1149,Spain,Andalucia,NA
1150,Spain,Catalonia,Alella
1151,Spain,Catalonia,Catalonia
1152,Spain,Catalonia,Catalunya
1153,Spain,Catalonia,Cava
1154,Spain,Catalonia,Conca de Barberà
1155,Spain,Catalonia,Costers del Segre
1156,Spain,Catalonia,Montsant
1157,Spain,Catalonia,Penedès
1158,Spain,Catalonia,Pla de Bages
1159,Spain,Catalonia,Priorat
1160,Spain,Catalonia,Tarragona
1161,Spain,Catalonia,Terra Alta
1162,Spain,Central Spain,Almansa
1163,Spain,Central Spain,Castilla La Mancha
1164,Spain,Central Spain,Dominio de Valdepusa
1165,Spain,Central Spain,Extremadura
1166,Spain,Central Spain,Finca Élez
1167,Spain,Central Spain,La Mancha
1168,Spain,Central Spain,Madrid
1169,Spain,Central Spain,Manchuela
1170,Spain,Central Spain,Mentrida
1171,Spain,Central Spain,Ribera del Guadiana
1172,Spain,Central Spain,Ribera del Júcar
1173,Spain,Central Spain,Sierra de Salamanca
1174,Spain,Central Spain,Tierra de Castilla
1175,Spain,Central Spain,Toledo
1176,Spain,Central Spain,Uclés
1177,Spain,Central Spain,Valdepeñas
1178,Spain,Central Spain,Vino de la Tierra de Castilla
1179,Spain,Central Spain,Vinos de Madrid
1180,Spain,Galicia,Monterrei
1181,Spain,Galicia,Rías Baixas
1182,Spain,Galicia,Ribeira Sacra
1183,Spain,Galicia,Ribeiro
1184,Spain,Levante,Alicante
1185,Spain,Levante,Bullas
1186,Spain,Levante,Jumilla
1187,Spain,Levante,Utiel-Requena
1188,Spain,Levante,Valencia
1189,Spain,Levante,Vino de la Tierra de Castelló
1190,Spain,Levante,Yecla
1191,Spain,Northern Spain,Arribes del Duero
1192,Spain,Northern Spain,Bierzo
1193,Spain,Northern Spain,Bizkaiko Txakolina
1194,Spain,Northern Spain,Calatayud
1195,Spain,Northern Spain,Campo de Borja
1196,Spain,Northern Spain,Cariñena
1197,Spain,Northern Spain,Cigales
1198,Spain,Northern Spain,Emporadà-Costa Brava
1199,Spain,Northern Spain,Empordà
1200,Spain,Northern Spain,Getariako Txakolina
1201,Spain,Northern Spain,Navarra
1202,Spain,Northern Spain,Pago de Arínzano
1203,Spain,Northern Spain,Ribera del Duero
1204,Spain,Northern Spain,Rioja
1205,Spain,Northern Spain,Rueda
1206,Spain,Northern Spain,Sardon de Duero
1207,Spain,Northern Spain,Somontano
1208,Spain,Northern Spain,Tierra de León
1209,Spain,Northern Spain,Tierra del Viños de Zamora
1210,Spain,Northern Spain,Toro
1211,Spain,Northern Spain,Valdeorras
1212,Spain,Northern Spain,Vino de Calidad de Tierras de León
1213,Spain,Northern Spain,Vino de Calidad de Valtiendas
1214,Spain,Northern Spain,Vino de la Tierra de Castilla y León
1215,Spain,Northern Spain,Vino de la Tierra de Zamora
1216,Spain,Northern Spain,Vino de la Tierra del Bajo Aragón
1217,Spain,Northern Spain,Vino de la Tierra Ribera del Gállego-Cinco Villas
1218,Spain,Northern Spain,NA
1219,Spain,Spain Other,Spain
1220,Spain,Spain Other,Vino de Mesa
1221,Spain,Spanish Islands,Lanzarote
1222,Spain,Spanish Islands,Vi de la Terra Illes Balears
1223,Spain,Spanish Islands,Vi de la Terra Mallorca
1224,Spain,Spanish Islands,NA
1225,Switzerland,Neuchâtel,NA
1226,Switzerland,Switzerland,NA
1227,Switzerland,Ticino,NA
1228,Switzerland,Valais,NA
1229,Turkey,Aegean,NA
1230,Turkey,Ankara,NA
1231,Turkey,Cappadocia,NA
1232,Turkey,Elazığ,NA
1233,Turkey,Elazığ-Diyarbakir,NA
1234,Turkey,Thrace,NA
1235,Turkey,Turkey,NA
1236,Turkey,Urla-Thrace,NA
1237,Ukraine,Ukraine,NA
1238,Uruguay,Atlantida,NA
1239,Uruguay,Canelones,NA
1240,Uruguay,Juanico,NA
1241,Uruguay,Montevideo,NA
1242,Uruguay,Progreso,NA
1243,Uruguay,San Jose,NA
1244,Uruguay,Uruguay,NA
1245,US,America,NA
1246,US,Arizona,Arizona
1247,US,Arizona,Cochise County
1248,US,Arizona,Sonoita
1249,US,California,Adelaida District
1250,US,California,Alexander Valley
1251,US,California,Alta Mesa
1252,US,California,Amador County
1253,US,California,Anderson Valley
1254,US,California,Antelope Valley of the California High Desert
1255,US,California,Arroyo Grande Valley
1256,US,California,Arroyo Seco
1257,US,California,Atlas Peak
1258,US,California,Ballard Canyon
1259,US,California,Ben Lomond Mountain
1260,US,California,Bennett Valley
1261,US,California,Big Valley District-Lake County
1262,US,California,Calaveras County
1263,US,California,California
1264,US,California,California Other
1265,US,California,Calistoga
1266,US,California,Capay Valley
1267,US,California,Carmel Valley
1268,US,California,Carneros
1269,US,California,Carneros-Napa Valley
1270,US,California,Central Coast
1271,US,California,Central Valley
1272,US,California,Chalk Hill
1273,US,California,Chalone
1274,US,California,Chiles Valley
1275,US,California,Cienega Valley
1276,US,California,Clarksburg
1277,US,California,Clear Lake
1278,US,California,Clements Hills
1279,US,California,Cole Ranch
1280,US,California,Contra Costa County
1281,US,California,Coombsville
1282,US,California,Cucamonga Valley
1283,US,California,Diamond Mountain District
1284,US,California,Dry Creek Valley
1285,US,California,Dunnigan Hills
1286,US,California,Edna Valley
1287,US,California,El Dorado
1288,US,California,El Dorado County
1289,US,California,El Pomar District
1290,US,California,Fair Play
1291,US,California,Fiddletown
1292,US,California,Fort Ross-Seaview
1293,US,California,Green Valley
1294,US,California,Guenoc Valley
1295,US,California,Happy Canyon of Santa Barbara
1296,US,California,High Valley
1297,US,California,Howell Mountain
1298,US,California,Humboldt County
1299,US,California,Kelsey Bench-Lake County
1300,US,California,Knights Valley
1301,US,California,Lake County
1302,US,California,Lake County-Mendocino County
1303,US,California,Livermore Valley
1304,US,California,Lodi
1305,US,California,Los Carneros
1306,US,California,Madera
1307,US,California,Malibu Coast
1308,US,California,Malibu-Newton Canyon
1309,US,California,Marin County
1310,US,California,McDowell Valley
1311,US,California,Mendocino
1312,US,California,Mendocino County
1313,US,California,Mendocino Ridge
1314,US,California,Mendocino-Lake
1315,US,California,Mokelumne River
1316,US,California,Monterey
1317,US,California,Monterey County
1318,US,California,Monterey County-Napa County-Sonoma County
1319,US,California,Monterey-Santa Barbara-Sonoma
1320,US,California,Monterey-Santa Cruz
1321,US,California,Moon Mountain District Sonoma County
1322,US,California,Mount Veeder
1323,US,California,Mt. Harlan
1324,US,California,Napa County
1325,US,California,Napa County-Sonoma County
1326,US,California,Napa County-Sonoma County-Lake County
1327,US,California,Napa County-Sonoma County-San Joaquin County
1328,US,California,Napa Valley
1329,US,California,Napa-Carneros
1330,US,California,Napa-Sonoma
1331,US,California,Nevada County
1332,US,California,North Coast
1333,US,California,Northern Sonoma
1334,US,California,Oak Knoll District
1335,US,California,Oakville
1336,US,California,Paicines
1337,US,California,Paso Robles
1338,US,California,Paso Robles Highlands District
1339,US,California,Paso Robles Willow Creek District
1340,US,California,Pine Mountain-Cloverdale Peak
1341,US,California,Placer County
1342,US,California,Potter Valley
1343,US,California,Ramona Valley
1344,US,California,Red Hills Lake County
1345,US,California,Redwood Valley
1346,US,California,River Junction
1347,US,California,Rockpile
1348,US,California,Russian River Valley
1349,US,California,Rutherford
1350,US,California,Saddle Rock-Malibu
1351,US,California,San Antonio Valley
1352,US,California,San Benito County
1353,US,California,San Bernabe
1354,US,California,San Diego County
1355,US,California,San Francisco Bay
1356,US,California,San Francisco Bay-Livermore Valley
1357,US,California,San Lucas
1358,US,California,San Luis Obispo
1359,US,California,San Luis Obispo County
1360,US,California,Santa Barbara
1361,US,California,Santa Barbara County
1362,US,California,Santa Clara County
1363,US,California,Santa Clara Valley
1364,US,California,Santa Cruz Mountains
1365,US,California,Santa Lucia Highlands
1366,US,California,Santa Margarita Ranch
1367,US,California,Santa Maria Valley
1368,US,California,Santa Ynez Valley
1369,US,California,Shenandoah Valley (CA)
1370,US,California,Sierra Foothills
1371,US,California,Sierra Pelona Valley
1372,US,California,Solano County
1373,US,California,Solano County Green Valley
1374,US,California,Sonoma
1375,US,California,Sonoma Coast
1376,US,California,Sonoma County
1377,US,California,Sonoma County-Lake County
1378,US,California,Sonoma County-Monterey County
1379,US,California,Sonoma County-Monterey County-Napa County
1380,US,California,Sonoma County-Monterey County-Santa Barbara County
1381,US,California,Sonoma County-Napa County
1382,US,California,Sonoma County-San Joaquin County
1383,US,California,Sonoma Mountain
1384,US,California,Sonoma Valley
1385,US,California,Sonoma-Mendocino
1386,US,California,Sonoma-Napa
1387,US,California,Sonoma-Napa-Lake
1388,US,California,South Coast
1389,US,California,Spring Mountain District
1390,US,California,St. Helena
1391,US,California,Sta. Rita Hills
1392,US,California,Stags Leap District
1393,US,California,Suisun Valley
1394,US,California,Tehama County
1395,US,California,Temecula
1396,US,California,Temecula Valley
1397,US,California,Templeton Gap District
1398,US,California,Tuolumne County
1399,US,California,Ventura County
1400,US,California,Yolo County
1401,US,California,York Mountain
1402,US,California,Yorkville Highlands
1403,US,California,Yountville
1404,US,California,NA
1405,US,Colorado,Colorado
1406,US,Colorado,Grand Valley
1407,US,Connecticut,Western Connecticut Highlands
1408,US,Hawaii,Hawaii
1409,US,Idaho,Idaho
1410,US,Idaho,NA
1411,US,Illinois,Illinois
1412,US,Iowa,Iowa
1413,US,Kentucky,Kentucky
1414,US,Massachusetts,Massachusetts
1415,US,Massachusetts,Southeastern New England
1416,US,Michigan,Lake Michigan Shore
1417,US,Michigan,Leelanau Peninsula
1418,US,Michigan,Michigan
1419,US,Michigan,Old Mission Peninsula
1420,US,Missouri,Augusta
1421,US,Missouri,Missouri
1422,US,Nevada,Nevada
1423,US,New Jersey,New Jersey
1424,US,New Jersey,Outer Coastal Plain
1425,US,New Mexico,New Mexico
1426,US,New York,Cayuga Lake
1427,US,New York,Finger Lakes
1428,US,New York,Hudson River Region
1429,US,New York,Lake Erie
1430,US,New York,Long Island
1431,US,New York,New York
1432,US,New York,Niagara Escarpment
1433,US,New York,North Fork of Long Island
1434,US,New York,Seneca Lake
